ID,splitsample,right_VT,split_trials,split_video,FS1a,epistemic,epistemic_1,epistemic_4,epistemic_5,epistemic_6,epistemic_9,epistemic_10,FS2_1,FS2_2,FS2_3,FS2_4,FS2_5,FS2_6,FS2_7,FS2_8,FS2_9,FS2_10,FS2_11,FS2_12,FS2_13,FS2_14,brexdentity,NFC,NFC_1,NFC_2,NFC_3,NFC_4,NFC_5,NFC_6,NFC_7,NFC_8,CRT1,CRT2,CRT3,AOT17,AOT17_1,AOT17_2,AOT17_3,AOT17_4,AOT17_5,AOT17_6,AOT17_7,AOT17_8,AOT17_9,AOT17_10,AOT17_11,AOT17_12,AOT17_13,AOT17_14,AOT17_15,AOT17_16,AOT17_17,remain_identity_strength,remain_identity_strength_1,remain_identity_strength_4,remain_identity_strength_5,leave_identity_strength,leave_identity_strength_1,leave_identity_strength_4,leave_identity_strength_5,partisanvideo,controlvideo,partisan_brex_thermometer,t1_1,t1_2,scapegoating_leave_reaction,scapegoating_leave_sharing,scapegoating_leave_sharing_1,scapegoating_leave_click,scapegoating_leave_click_1,scapegoating_remain_reaction,scapegoating_remain_sharing,scapegoating_remain_sharing_1,scapegoating_remain_click,scapegoating_remain_click_1,scape_control_leave_reaction,scape_control_leave_sharing,scape_control_leave_sharing_1,scape_control_leave_click,scape_control_leave_click_1,scape_control_remain_reaction,scape_control_remain_sharing,scape_control_remain_sharing_1,scape_control_remain_click,scape_control_remain_click_1,adhominem_leave_reaction,adhominem_leave_sharing,adhominem_leave_sharing_1,adhominem_leave_click,adhominem_leave_click_1,adhominem_remain_reaction,adhominem_remain_sharing,adhominem_remain_sharing_1,adhominem_remain_click,adhominem_remain_click_1,adhom_control_leave_reaction,adhom_control_leave_sharing,adhom_control_leave_sharing_1,adhom_control_leave_click,adhom_control_leave_click_1,adhom_control_remain_reaction,adhom_control_remain_sharing,adhom_control_remain_sharing_1,adhom_control_remain_click,adhom_control_remain_click_1,emotional_leave_reaction,emotional_leave_sharing,emotional_leave_sharing_1,emotional_leave_click,emotional_leave_click_1,emotional_remain_reaction,emotional_remain_sharing,emotional_remain_sharing_1,emotional_remain_click,emotional_remain_click_1,emotional_control_leave_reaction,emotional_control_leave_sharing,emotional_control_leave_sharing_1,emotional_control_leave_click,emotional_control_leave_click_1,emotional_control_remain_reaction,emotional_control_remain_sharing,emotional_control_remain_sharing_1,emotional_control_remain_click,emotional_control_remain_click_1,age,profile_gender
672,3,1,1,2,1,1,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,7,7,7,7,7,7,7,7,1,2,4,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,5,5,5,9,999,999,999,-9,1,1,999,40,99,9,999,9,999,2,1,9,1,9,99,9,999,9,999,2,1,10,1,10,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,37,1
673,6,1,1,1,3,1,5,4,5,3,3,4,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,4,3,3,1,1,0.1,1,47,1,3,3,3,3,3,1,3,3,4,4,4,4,4,4,4,3,5,1,3,3,3,9,999,999,999,1,-9,1,999,54,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,1,1,2,1,1,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,49,1
674,1,1,1,1,5,1,5,4,4,4,2,3,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,4,4,1,6,1,1,2,0.1,-7,-7,1,3,97,1,2,2,1,3,4,4,5,4,6,6,5,1,5,4,1,4,4,4,9,999,999,999,1,-9,1,999,100,99,9,999,9,999,8,1,5,1,5,99,9,999,9,999,5,1,8,1,8,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,50,2
675,1,1,1,2,5,1,4,4,1,3,4,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,5,4,4,1,1,7,0.05,5,47,1,2,97,97,3,3,1,1,1,2,6,6,5,6,4,6,5,6,1,4,4,3,9,999,999,999,-9,1,1,999,30,99,9,999,9,999,1,1,5,1,10,99,9,999,9,999,1,1,5,1,10,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,38,2
676,5,1,3,1,5,1,3,2,4,3,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,4,5,5,3,3,6,0.05,5,47,1,1,3,2,1,3,1,1,1,2,6,6,6,6,5,6,1,6,1,4,4,5,9,999,999,999,1,-9,1,999,0,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,6,1,3,1,5,99,9,999,9,999,5,1,2,1,5,43,1
677,5,1,1,2,3,1,4,4,2,2,5,4,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,4,4,1,1,1,1,4,0.5,5,47,1,3,97,2,2,3,4,2,4,6,97,97,5,4,4,2,2,6,1,5,5,4,9,999,999,999,-9,1,1,999,0,99,9,999,9,999,3,1,4,1,5,99,9,999,9,999,1,1,6,1,6,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,31,2
678,4,1,1,2,1,1,2,2,1,3,5,5,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,6,10,100,24,1,3,1,1,3,1,1,1,1,3,6,5,6,6,1,4,1,5,1,4,4,3,9,999,999,999,-9,1,1,999,67,99,9,999,9,999,8,1,3,1,4,99,9,999,9,999,1,1,9,1,9,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,55,1
679,5,1,3,2,1,1,5,3,5,2,2,4,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,6,6,6,6,6,6,2,6,0.1,5,24,1,5,4,5,5,5,4,5,5,4,3,4,4,4,5,5,4,5,1,3,4,3,9,999,999,999,-9,1,1,999,50,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,8,1,7,99,9,999,9,999,8,1,6,1,7,37,2
680,3,1,1,1,5,1,4,4,2,4,5,5,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,3,1,1,6,0.05,50,47,1,2,97,1,1,4,4,1,1,1,5,6,5,6,5,1,1,1,1,2,3,3,9,999,999,999,1,-9,1,999,50,99,9,999,9,999,8,1,1,1,3,99,9,999,9,999,8,1,1,1,7,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,35,2
681,1,1,3,2,5,1,4,3,5,2,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,1,1,5,10,20,24,1,4,4,3,3,2,5,3,4,5,4,4,4,4,4,1,1,4,1,4,3,4,9,999,999,999,-9,1,1,999,0,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,3,1,4,1,3,99,9,999,9,999,3,1,5,1,4,57,1
682,6,1,1,1,5,1,3,4,4,2,4,4,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,3,6,6,3,5,5,4,6,0.05,5,47,1,2,97,3,3,4,2,3,3,2,6,6,5,6,4,6,3,5,1,3,3,3,9,999,999,999,1,-9,1,999,32,99,9,999,9,999,6,1,2,1,3,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,19,2
683,2,1,1,2,1,1,2,2,5,5,5,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,7,1,1,4,4,2,1,6,0.1,5,24,1,1,97,1,2,97,1,1,1,97,5,6,5,5,97,4,2,6,1,5,5,5,9,999,999,999,-9,1,1,999,0,99,9,999,9,999,3,1,5,1,8,99,9,999,9,999,1,1,7,1,8,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,38,2
684,5,1,2,1,3,1,3,3,2,3,5,5,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,3,3,5,2,2,7,0.1,5,47,1,2,2,6,3,3,5,2,3,5,5,4,5,5,4,5,3,4,1,4,3,4,9,999,999,999,1,-9,1,999,60,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,1,1,6,1,5,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,34,2
685,2,1,2,1,5,1,3,3,5,5,5,5,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,4,7,7,7,1,1,7,5,1,7,1,1,2,2,2,4,1,1,2,2,6,6,5,6,5,2,1,5,1,3,3,3,9,999,999,999,1,-9,1,999,0,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,3,1,1,1,1,99,9,999,9,999,3,1,1,1,1,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,52,1
686,2,1,1,1,5,1,2,2,4,4,5,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,4,5,1,1,7,0.05,5,47,1,2,5,6,6,4,5,1,2,4,6,6,6,6,2,3,2,6,1,4,4,4,9,999,999,999,1,-9,1,999,37,99,9,999,9,999,8,1,2,1,9,99,9,999,9,999,8,1,3,1,9,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,36,1
687,5,1,3,1,5,1,4,3,3,4,5,5,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,5,4,7,7,1,2,7,0.1,-7,-7,1,1,97,1,1,1,1,97,1,1,6,6,5,6,5,6,4,5,1,3,3,3,9,999,999,999,1,-9,1,999,997,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,1,1,1,1,1,37,2
688,4,1,3,1,1,1,2,4,1,1,5,5,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,4,3,5,3,4,6,0.1,5,47,1,1,2,1,3,1,1,1,1,1,5,6,6,6,5,4,5,5,1,4,4,5,9,999,999,999,1,-9,1,999,27,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,2,1,2,99,9,999,9,999,5,1,6,1,8,61,1
689,1,1,3,1,1,1,2,3,4,4,5,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,3,1,4,3,1,1,7,0.05,5,47,1,1,4,3,3,1,1,1,1,1,6,5,5,4,4,4,3,4,1,2,4,4,9,999,999,999,1,-9,1,999,40,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,1,1,5,99,9,999,9,999,8,1,1,1,3,47,2
690,5,1,3,1,1,1,2,4,5,5,5,5,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,3,3,6,1,3,6,0.1,100,24,1,1,97,1,1,1,4,2,2,6,6,5,6,6,5,5,4,6,1,5,5,5,9,999,999,999,1,-9,1,999,25,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,3,1,10,1,10,99,9,999,9,999,1,1,10,1,10,75,1
691,5,1,3,2,1,1,4,3,5,4,5,5,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,4,6,7,7,5,2,5,0.1,-7,-7,1,2,6,1,4,1,1,1,1,2,6,4,4,6,2,4,2,6,1,3,4,4,9,999,999,999,-9,1,1,999,26,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,8,1,8,99,9,999,9,999,8,1,9,1,9,63,1
692,1,1,2,2,5,1,4,3,4,4,4,4,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,2,4,3,2,1,2,5,0.1,100,-7,1,2,1,2,1,1,2,2,3,97,5,5,6,5,97,1,4,5,1,99,99,99,9,999,999,999,-9,1,1,999,997,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,18,2
693,2,1,2,2,5,1,4,3,4,5,2,4,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,3,2,1,1,6,0.1,5,47,1,3,1,1,1,2,2,1,1,4,5,5,6,6,6,4,2,3,1,4,4,3,9,999,999,999,-9,1,1,999,50,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,1,1,8,99,9,999,9,999,5,1,4,1,10,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,47,2
694,2,1,1,2,1,1,3,3,1,4,5,5,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,4,1,1,5,10,20,24,1,5,2,2,2,1,4,1,3,5,6,6,5,6,6,4,4,2,1,4,4,4,9,999,999,999,-9,1,1,999,48,99,9,999,9,999,3,1,9,1,9,99,9,999,9,999,3,1,7,1,7,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,75,1
695,2,1,3,2,1,1,2,2,4,4,5,5,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,4,4,3,1,7,-7,5,-7,1,2,1,1,2,2,1,1,1,1,5,6,5,6,2,3,4,4,1,3,4,4,9,999,999,999,-9,1,1,999,30,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,1,1,2,99,9,999,9,999,6,1,7,1,7,67,1
696,3,1,2,2,5,1,3,3,4,1,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,5,2,1,6,0.1,5,47,1,1,1,2,2,1,1,1,2,2,6,6,5,6,97,4,97,5,1,99,4,3,9,999,999,999,-9,1,1,999,0,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,1,1,8,99,9,999,9,999,8,1,1,1,8,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,78,2
697,5,1,1,1,5,1,2,2,2,1,4,5,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,1,5,0.1,5,47,1,3,97,6,5,3,6,2,3,3,4,5,4,5,4,1,2,4,1,3,3,3,9,999,999,999,1,-9,1,999,42,99,9,999,9,999,8,1,1,1,4,99,9,999,9,999,8,1,1,1,2,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,27,2
698,2,1,1,1,3,1,4,3,4,4,4,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,3,4,1,7,0.05,5,24,1,2,97,1,5,2,4,1,4,6,5,6,5,6,5,1,2,5,1,3,3,3,9,999,999,999,1,-9,1,999,75,99,9,999,9,999,6,1,8,1,10,99,9,999,9,999,3,1,7,1,10,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,46,1
699,4,1,3,2,1,1,1,1,3,3,5,5,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,5,0.1,5,47,1,1,1,1,1,2,1,1,1,2,6,1,5,5,5,5,1,4,1,2,4,3,9,999,999,999,-9,1,1,999,90,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,5,1,8,1,8,99,9,999,9,999,1,1,8,1,8,68,1
700,6,1,1,1,3,1,2,2,4,4,5,5,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,1,2,1,1,3,1,2,1,6,0.1,100,47,1,5,1,2,3,2,3,3,5,5,4,6,6,5,5,3,3,4,1,4,4,4,9,999,999,999,1,-9,1,999,25,99,9,999,9,999,1,1,8,1,9,99,9,999,9,999,1,1,8,1,9,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,66,1
701,5,1,2,1,5,1,4,4,3,5,4,4,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,3,6,7,5,3,4,0.1,5,47,1,1,97,1,3,2,1,1,1,4,6,6,6,5,97,5,1,6,1,4,5,5,9,999,999,999,1,-9,1,999,27,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,8,1,1,1,7,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,25,2
702,2,1,2,1,5,1,3,4,3,3,3,4,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,3,1,1,1,3,2,1,6,0.05,100,47,1,3,4,3,3,3,3,4,4,5,4,5,5,5,5,5,3,5,1,5,5,5,9,999,999,999,1,-9,1,999,25,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,6,1,6,99,9,999,9,999,1,1,7,1,7,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,61,1
703,6,1,2,1,5,1,1,2,1,1,5,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,6,1,1,6,0.05,5,47,1,1,1,2,4,2,1,1,2,2,6,6,6,6,2,3,3,6,1,2,4,3,9,999,999,999,1,-9,1,999,52,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,1,1,4,1,3,99,9,999,9,999,3,1,7,1,10,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,48,1
704,6,1,2,1,1,1,1,4,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,6,0.05,5,47,1,97,97,1,5,4,1,1,1,1,6,6,6,6,5,3,1,5,1,4,3,3,9,999,999,999,1,-9,1,999,25,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,8,1,1,1,5,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,18,1
705,4,1,2,2,5,1,4,4,4,2,3,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,4,6,6,6,2,2,5,0.1,100,24,1,4,97,3,3,2,3,1,4,3,4,4,5,5,4,1,1,97,1,1,1,1,9,999,999,999,-9,1,1,999,51,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,1,1,1,1,1,99,9,999,9,999,6,1,5,1,1,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,47,2
706,4,1,2,1,1,1,3,2,5,1,5,5,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,4,3,1,1,6,0.1,500,47,1,1,1,1,5,4,1,1,1,1,6,6,6,6,4,6,1,5,1,5,2,1,9,999,999,999,1,-9,1,999,25,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,1,1,6,1,10,99,9,999,9,999,5,1,8,1,10,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,38,2
707,5,1,3,2,3,1,4,4,4,3,5,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,3,1,3,0.1,5,24,1,3,3,2,4,3,4,3,4,5,5,4,5,5,5,4,3,4,1,3,4,3,9,999,999,999,-9,1,1,999,5,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,2,1,6,1,9,99,9,999,9,999,1,1,7,1,9,58,2
708,2,1,3,2,2,1,3,4,4,4,4,4,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,7,0.1,100,24,1,2,2,1,2,1,1,1,2,2,6,6,6,6,2,2,1,4,1,5,5,5,9,999,999,999,-9,1,1,999,2,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,5,1,9,1,9,99,9,999,9,999,3,1,8,1,8,64,2
709,3,1,2,2,3,1,4,4,5,5,5,4,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,4,4,5,6,2,6,0.1,100,24,1,6,5,6,4,6,5,5,4,5,5,5,5,5,4,5,5,6,1,4,5,5,9,999,999,999,-9,1,1,999,0,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,1,1,2,1,2,99,9,999,9,999,6,1,2,1,2,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,39,1
710,6,1,1,2,5,1,5,2,4,3,2,5,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,6,2,1,6,1,1,7,0.1,100,24,1,1,2,1,1,1,1,1,2,1,6,6,6,5,5,2,1,2,1,1,3,2,9,999,999,999,-9,1,1,999,25,99,9,999,9,999,8,1,2,1,7,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,28,2
711,4,1,2,2,1,1,3,1,1,1,5,5,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,6,0.05,5,47,1,97,1,97,1,2,1,1,1,1,6,6,5,5,2,4,1,4,1,3,3,4,9,999,999,999,-9,1,1,999,16,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,8,1,1,1,8,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,67,1
712,6,1,1,2,5,1,2,4,3,4,5,5,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,0.05,5,47,1,3,2,1,3,3,1,1,2,1,6,6,6,6,5,2,2,6,1,4,4,3,9,999,999,999,-9,1,1,999,25,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,3,1,2,1,2,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,41,1
713,1,1,3,1,5,1,1,3,1,1,5,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,7,0.1,5,47,1,2,1,3,2,1,4,1,4,5,6,6,5,6,6,3,1,1,1,3,3,3,9,999,999,999,1,-9,1,999,50,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,8,1,1,1,1,82,1
714,2,1,2,2,2,1,4,3,5,5,5,4,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,5,7,1,1,7,0.1,100,47,1,2,5,1,1,5,4,1,2,2,5,6,5,6,5,5,1,6,1,3,3,3,9,999,999,999,-9,1,1,999,50,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,1,1,1,1,3,99,9,999,9,999,4,1,5,1,9,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,65,1
715,3,1,2,2,4,1,2,2,1,1,5,4,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,2,2,6,0.1,100,4,1,3,97,2,1,1,4,1,4,5,5,5,6,6,4,5,3,6,1,1,1,1,9,999,999,999,-9,1,1,999,4,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,1,1,9,1,9,99,9,999,9,999,1,1,8,1,8,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,38,2
716,6,1,2,1,5,1,4,2,2,3,5,5,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6,0.1,5,24,1,2,97,1,3,2,1,1,2,1,5,4,6,6,4,4,4,5,1,4,4,3,9,999,999,999,1,-9,1,999,52,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,8,1,1,1,5,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,35,2
717,1,1,2,2,5,1,4,4,4,4,3,4,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,6,0.1,1,47,1,4,97,3,3,1,2,3,4,5,5,6,5,6,4,4,4,5,1,3,4,4,9,999,999,999,-9,1,1,999,25,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,1,1,3,1,3,99,9,999,9,999,1,1,3,1,6,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,37,2
718,5,1,2,1,3,1,2,2,1,1,5,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,7,1,1,7,0.1,100,6,1,1,4,1,2,1,1,1,1,4,5,6,5,6,5,2,3,6,1,5,4,5,9,999,999,999,1,-9,1,999,15,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,2,1,1,1,1,99,9,999,9,999,1,1,1,1,1,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,55,2
